date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:39:23	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2261233faa-2a3%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://websitedemos.net/construction-02/)
21:39:24	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-3acf%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:26	254887/254887	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2016:09:27%20GMT	https://websitedemos.net/construction-02/wp-json/	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-json/index.html	(from https://websitedemos.net/construction-02/)
21:39:27	231996/231996	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2016:09:27%20GMT	https://websitedemos.net/construction-02/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-json/wp/v2/pages/2.json	(from https://websitedemos.net/construction-02/)
21:39:27	906/906	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2016:09:29%20GMT	https://websitedemos.net/construction-02/xmlrpc.php?rsd	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/xmlrpc0db0.php	(from https://websitedemos.net/construction-02/)
21:39:28	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2260e68728-415%22	https://websitedemos.net/construction-02/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/wlwmanifest.xml	(from https://websitedemos.net/construction-02/)
21:39:30	2835/2835	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2016:09:31%20GMT	https://websitedemos.net/construction-02/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebsitedemos.net%2Fconstruction-02%2F	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-json/oembed/1.0/embed27ea.json	(from https://websitedemos.net/construction-02/)
21:39:31	2937/2937	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2016:09:32%20GMT	https://websitedemos.net/construction-02/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebsitedemos.net%2Fconstruction-02%2F&format=xml	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-json/oembed/1.0/embede302	(from https://websitedemos.net/construction-02/)
21:39:31	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2019%20Sep%202021%2016:09:33%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Arya/www.googletagmanager.com/gtm.165445.delayed	(from https://websitedemos.net/construction-02/)
21:39:33	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2019%20Sep%202021%2016:09:34%20GMT	https://websitedemos.net/construction-02/xmlrpc.php	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/xmlrpc.php	(from https://websitedemos.net/construction-02/)
21:39:34	258/258	---M--	200	added ('OK')	image/png	etag:%225f2d2db1-102%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2017/07/construction-favicon01-free-img.png	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2017/07/construction-favicon01-free-img.png	(from https://websitedemos.net/construction-02/)
21:39:34	2687/2687	---M--	200	added ('OK')	image/png	etag:%225f2d2db4-a7f%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/06/construction-company-logo-light-text.png	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/06/construction-company-logo-light-text.png	(from https://websitedemos.net/construction-02/)
21:39:35	76555/76555	---M--	200	added ('OK')	image/jpeg	etag:%225f2d2f9d-12b0b%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/elementor/thumbs/specialization-img-1-otm2ummhgpqv4wjxzjb78db3m55vuzbjuq8nrtnjmo.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/elementor/thumbs/specialization-img-1-otm2ummhgpqv4wjxzjb78db3m55vuzbjuq8nrtnjmo.jpg	(from https://websitedemos.net/construction-02/)
21:39:35	28358/28358	---M--	200	added ('OK')	image/jpeg	etag:%22603e0ed4-6ec6%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/testimonial-image-1.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/testimonial-image-1.jpg	(from https://websitedemos.net/construction-02/)
21:39:35	144549/144549	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2014:35:13%20GMT	https://websitedemos.net/construction-02/about/	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/about/index.html	(from https://websitedemos.net/construction-02/)
21:39:35	138314/138314	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2015:31:56%20GMT	https://websitedemos.net/construction-02/services/	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/services/index.html	(from https://websitedemos.net/construction-02/)
21:39:36	35618/35618	---M--	200	added ('OK')	image/jpeg	etag:%225f2d2f99-8b22%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/testimonials-1-1.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/testimonials-1-1.jpg	(from https://websitedemos.net/construction-02/)
21:39:36	140768/140768	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2015:46:57%20GMT	https://websitedemos.net/construction-02/projects/	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/projects/index.html	(from https://websitedemos.net/construction-02/)
21:39:36	133434/133434	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2015:47:09%20GMT	https://websitedemos.net/construction-02/contact-us/	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/contact-us/index.html	(from https://websitedemos.net/construction-02/)
21:39:36	29708/29708	---M--	200	added ('OK')	image/jpeg	etag:%22603e0e30-740c%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/testimonial-image.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/testimonial-image.jpg	(from https://websitedemos.net/construction-02/)
21:39:37	17556/17556	---M--	200	added ('OK')	image/jpeg	etag:%22603e0ad3-4494%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/team-img.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2021/03/team-img.jpg	(from https://websitedemos.net/construction-02/)
21:39:37	37984/37984	---M--	200	added ('OK')	image/jpeg	etag:%225f2d2f9b-9460%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/team-2-1.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/team-2-1.jpg	(from https://websitedemos.net/construction-02/)
21:39:37	25178/25178	---M--	200	added ('OK')	image/jpeg	etag:%225f2d2f9c-625a%22	https://websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/team-3-1.jpg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/uploads/sites/35/2020/08/team-3-1.jpg	(from https://websitedemos.net/construction-02/)
21:39:37	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2261233faa-4824%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/animations/animations.minccfb.css	(from https://websitedemos.net/construction-02/)
21:39:38	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261446004-4d7%22	https://websitedemos.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Arya/websitedemos.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://websitedemos.net/construction-02/)
21:39:38	15427/15427	---MCZ	200	added ('OK')	application/javascript	etag:W/%226141b13a-3c43%22	https://websitedemos.net/construction-02/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/themes/astra/assets/js/minified/frontend.minf3df.js	(from https://websitedemos.net/construction-02/)
21:39:39	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e68728-592%22	https://websitedemos.net/construction-02/wp-includes/js/wp-embed.min.js?ver=5.8.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/wp-embed.minf658.js	(from https://websitedemos.net/construction-02/)
21:39:39	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261027597-15db1%22	https://websitedemos.net/construction-02/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/jquery/jquery.minaf6c.js	(from https://websitedemos.net/construction-02/)
21:39:39	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e68728-2bd8%22	https://websitedemos.net/construction-02/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://websitedemos.net/construction-02/)
21:39:40	1801/1801	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-709%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://websitedemos.net/construction-02/)
21:39:40	4879/4879	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-130f%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/webpack.runtime.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:40	14002/14002	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-36b2%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/frontend-modules.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:40	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-2fa6%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://websitedemos.net/construction-02/)
21:39:40	20787/20787	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e68728-5133%22	https://websitedemos.net/construction-02/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/jquery/ui/core.min35d0.js	(from https://websitedemos.net/construction-02/)
21:39:41	139153/139153	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-21f91%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://websitedemos.net/construction-02/)
21:39:41	2578/2578	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-a12%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/share-link/share-link.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:42	10863/10863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-2a6f%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://websitedemos.net/construction-02/)
21:39:42	36245/36245	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-8d95%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/frontend.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:42	31942/31942	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261233faa-7cc6%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/js/preloaded-modules.minccfb.js	(from https://websitedemos.net/construction-02/)
21:39:42	19076/19076	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261027597-4a84%22	https://websitedemos.net/construction-02/wp-includes/js/underscore.min.js?ver=1.13.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/underscore.min0028.js	(from https://websitedemos.net/construction-02/)
21:39:42	1340/1340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261027597-53c%22	https://websitedemos.net/construction-02/wp-includes/js/wp-util.min.js?ver=5.8.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-includes/js/wp-util.minf658.js	(from https://websitedemos.net/construction-02/)
21:39:43	754/754	---MCZ	200	added ('OK')	application/javascript	etag:W/%226102755b-2f2%22	https://websitedemos.net/construction-02/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.8.1	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minedf0.js	(from https://websitedemos.net/construction-02/)
21:39:43	13784/13784	---MCZ	200	added ('OK')	text/javascript	etag:W/2021.8.2	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/Arya/static.cloudflareinsights.com/beacon.min.js	(from https://websitedemos.net/construction-02/)
21:39:45	200672/200672	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261233faa-30fe0%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.12.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.eot	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
21:39:46	89444/89444	---M--	200	added ('OK')	font/woff2	etag:%2261233faa-15d64%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.12.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff2	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
21:39:49	109168/109168	---M--	200	added ('OK')	font/woff	etag:%2261233faa-1aa70%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.12.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
21:39:50	200512/200512	---M--	200	added ('OK')	application/octet-stream	etag:%2261233faa-30f40%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.12.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.ttf	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
21:39:52	301767/301767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261233faa-49ac7%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.12.0	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.svg	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
21:39:54	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261233faa-20cca%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:39:55	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2261233faa-12bdc%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:39:55	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261233faa-20cca%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:39:57	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2261233faa-15fcc%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:39:59	134040/134040	---M--	200	added ('OK')	application/octet-stream	etag:%2261233faa-20b98%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:40:01	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261233faa-b6819%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
21:40:02	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261233faa-84f2%22	https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Arya/websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://websitedemos.net/construction-02/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.2)
